release_date,title,budget,revenue
1982-03-02,The Man from Snowy River,3.5,20.659423
1982-03-12,Parasite,0.8,7.0
1982-04-01,The Sword and the Sorcerer,4.0,39.103425
1982-04-02,Silent Rage,4.5,10.5
1982-04-02,Conan the Barbarian,20.0,79.114085
1982-04-03,E.T. the Extra-Terrestrial,10.5,792.965326
1982-05-28,Rocky III,17.0,270.0
1982-06-03,Star Trek II: The Wrath of Khan,12.0,96.8
1982-06-04,Poltergeist,10.7,122.2
1982-06-11,Grease 2,13.2,15.171476
1982-06-13,Firefox,18.0,70.687344
1982-06-17,The Secret of NIMH,7.0,14.665733
1982-06-18,Annie,50.0,57.059003
1982-06-25,The Thing,15.0,19.62976
1982-06-25,Blade Runner,28.0,33.139618
1982-07-09,Tron,17.0,33.0
1982-07-14,Pink Floyd: The Wall,12.0,22.244207
1982-07-23,The Best Little Whorehouse in Texas,35.0,69.701637
1982-08-13,The World According to Garp,17.0,29.712172
1982-08-13,Fast Times at Ridgemont High,4.5,27.09288
1982-08-13,Friday the 13th Part III,4.0,36.690067
1982-10-08,Lookin' to Get Out,17.0,0.946461
1982-10-22,Halloween III: Season of the Witch,2.5,14.4
1982-10-22,First Blood,15.0,125.212904
1982-11-12,Alone in the Dark,20.0,8.178569
1982-11-12,Creepshow,8.0,21.028755
1982-11-12,"Come Back to the 5 & Dime, Jimmy Dean, Jimmy Dean",0.85,0.84
1982-11-30,Gandhi,22.0,77.737889
1982-12-07,48 Hrs.,12.0,78.868508
1982-12-08,Sophie's Choice,12.0,30.036
1982-12-08,The Verdict,16.0,53.97725
1982-12-10,It Came from Hollywood,5.0,2.091037
1982-12-16,Tootsie,21.0,177.2
1982-12-17,The Dark Crystal,15.0,40.577001
1982-12-17,The Year of Living Dangerously,6.0,1.317657
1983-01-21,The House on Sorority Row,0.425,10.604986
1983-02-04,Videodrome,5.952,2.120439
1983-02-05,Blue Thunder,22.0,42.313354
1983-02-18,Table For Five,8.0,2.439705
1983-03-04,Joysticks,0.3,3.952448
1983-03-11,10 to Midnight,4.52,7.175592
1983-03-16,Jaws 3-D,20.5,87.987055
1983-03-25,Fire and Ice,1.2,0.760883
1983-03-25,The Outsiders,10.0,33.697647
1983-04-08,Losin' It,7.0,1.246141
1983-04-08,Valley Girl,0.35,17.343596
1983-04-14,Lone Wolf McQuade,5.0,12.232628
1983-04-14,Flashdance,4.0,92.921203
1983-04-29,Something Wicked This Way Comes,19.0,5.656087
1983-05-20,Spacehunter: Adventures in the Forbidden Zone,15.0,16.5
1983-05-23,Return of the Jedi,32.35,572.7
1983-06-03,WarGames,12.0,79.567667
1983-06-03,Psycho II,5.0,34.725
1983-06-05,Octopussy,27.5,187.5
1983-06-07,Trading Places,40.6,90.4
1983-06-17,Superman III,39.0,75.850624
1983-06-24,Porky's II: The Next Day,6.5,33.759266
1983-06-24,Twilight Zone: The Movie,10.0,29.450919
1983-07-11,Staying Alive,22.0,64.89267
1983-07-28,National Lampoon's Vacation,15.0,61.399552
1983-07-29,Krull,27.0,16.51946
1983-08-05,Risky Business,6.2,63.541777
1983-08-10,Cujo,5.0,21.2
1983-08-12,Curse of the Pink Panther,11.0,4.491986
1983-09-30,Brainstorm,15.0,10.21946
1983-10-07,Never Say Never Again,36.0,160.0
1983-10-19,Mickey's Christmas Carol,3.0,21.0
1983-10-20,Rumble Fish,10.0,2.49448
1983-10-20,The Right Stuff,27.0,21.5
1983-10-21,The Dead Zone,10.0,20.766616
1983-11-04,Testament,1.5,2.044892
1983-11-18,Yentl,12.0,30.4
1983-12-07,Sudden Impact,22.0,67.642693
1983-12-08,Scarface,25.0,65.884703
1983-12-16,The Keep,6.0,3.661757
1983-12-18,The Man Who Loved Women,19.0,11.0
1984-01-27,Broadway Danny Rose,8.0,10.600497
1984-02-17,Footloose,8.2,80.035402
1984-02-20,Repo Man,1.5,2.3
1984-03-09,Children of the Corn,0.8,14.0
1984-03-09,Splash,8.0,69.821334
1984-03-11,Nausicaä of the Valley of the Wind,1.0,3.301446
1984-03-22,Police Academy,4.5,146.198896
1984-03-23,Racing with the Moon,9.0,6.045657
1984-03-30,Romancing the Stone,10.0,86.572238
1984-04-05,The NeverEnding Story,27.0,20.158808
1984-04-13,Friday the 13th: The Final Chapter,2.6,32.98088
1984-04-19,Razorback,5.5,0.801
1984-05-04,Sixteen Candles,6.5,23.686027
1984-05-04,This Is Spinal Tap,2.5,4.736202
1984-05-04,The Bounty,25.0,8.613462
1984-05-11,Firestarter,15.0,17.080167
1984-05-11,The Natural,28.0,47.951979
1984-05-19,"Paris, Texas",1.746964,2.181987
1984-05-23,Indiana Jones and the Temple of Doom,28.0,333.0
1984-05-31,Star Trek III: The Search for Spock,18.0,87.0
1984-06-01,Streets of Fire,14.5,8.08929
1984-06-07,Gremlins,11.0,153.083102
1984-06-07,Ghostbusters,30.0,295.212467
1984-06-08,Top Secret!,9.0,20.45834
1984-06-22,Rhinestone,28.0,21.435321
1984-06-22,The Karate Kid,8.0,90.815558
1984-06-29,Conan the Destroyer,18.0,100.0
1984-06-29,Bachelor Party,6.0,38.435947
1984-07-13,The Last Starfighter,15.0,28.73329
1984-07-20,Best Defense,18.0,19.265302
1984-07-27,Purple Rain,7.2,68.392977
1984-08-10,Red Dawn,4.2,38.376497
1984-08-17,Sheena,25.0,5.778353
1984-08-31,C.H.U.D.,1.25,3.412497
1984-08-31,Bolero,7.0,8.914881
1984-09-14,A Soldier's Story,6.0,21.821347
1984-10-19,Thief of Hearts,9.0,10.364904
1984-10-25,Body Double,10.0,8.80194
1984-10-26,The Terminator,6.4,78.3712
1984-10-26,Amadeus,18.0,51.973029
1984-11-02,The Killing Fields,14.4,34.700291
1984-11-08,Ghoulies,1.0,35.0
1984-11-14,A Nightmare on Elm Street,1.8,25.504513
1984-11-16,Stop Making Sense,1.2,4.978922
1984-11-16,Missing in Action,1.5,22.812411
1984-11-16,Night of the Comet,3.0,14.418922
1984-11-19,Supergirl,35.0,14.296438
1984-11-29,Beverly Hills Cop,15.0,316.360478
1984-12-01,The River,18.0,11.5
1984-12-05,City Heat,25.0,38.348988
1984-12-06,2010,28.0,40.400657
1984-12-13,Starman,22.0,28.744356
1984-12-14,Dune,40.0,30.92569
1984-12-14,The Cotton Club,58.0,25.928721
1984-12-14,Birdy,12.0,1.4
1984-12-14,A Passage to India,8.0,27.187653
1984-12-15,Godzilla 1985,2.0,4.1
1985-01-01,Starchaser: The Legend of Orin,15.0,3.3608
1985-02-08,Witness,12.0,68.706993
1985-02-15,Into the Night,11.4,6.7
1985-02-15,The Breakfast Club,1.0,51.525171
1985-03-01,Missing in Action 2: The Beginning,2.41,10.755447
1985-03-01,The Purple Rose of Cairo,15.0,10.631333
1985-03-20,King Solomon's Mines,12.5,0.238227
1985-03-22,Friday the 13th: A New Beginning,2.2,21.930418
1985-03-22,The Last Dragon,10.0,25.754284
1985-03-22,Porky's 3: Revenge,9.0,20.518905
1985-03-27,Ladyhawke,20.0,18.432
1985-03-29,Desperately Seeking Susan,5.0,27.4
1985-04-09,Red Sonja,17.9,6.948633
1985-04-10,Subway,2.0,0.390659
1985-05-03,Gymkata,8.5,5.730596
1985-05-15,The Return of the Living Dead,4.0,14.237
1985-05-15,Mishima: A Life in Four Chapters,5.0,0.502758
1985-05-21,Rambo: First Blood Part II,44.0,300.400432
1985-05-22,Brewster's Millions,20.0,45.833132
1985-05-24,A View to a Kill,30.0,152.42796
1985-05-31,Fletch,8.0,59.612888
1985-06-01,Ran,11.5,4.069653
1985-06-06,The Goonies,19.0,61.503218
1985-06-07,Perfect,19.0,12.918858
1985-06-21,Return to Oz,25.0,11.137801
1985-06-29,Mad Max Beyond Thunderdome,12.305523,36.230219
1985-07-03,Back to the Future,19.0,381.109762
1985-07-12,Explorers,25.0,9.873044
1985-07-19,Legend,25.0,15.502112
1985-07-19,Day of the Dead,3.5,34.0
1985-07-24,The Black Cauldron,25.0,21.288692
1985-07-26,Pee-wee's Big Adventure,6.0,40.940662
1985-08-02,Fright Night,9.0,24.922237
1985-08-16,Year of the Dragon,24.0,18.707466
1985-08-30,American Ninja,1.0,10.499694
1985-09-07,My Beautiful Laundrette,0.86,2.451545
1985-09-13,After Hours,4.5,10.609321
1985-10-01,Desert Hearts,0.35,2.4
1985-10-03,Commando,10.0,57.5
1985-10-04,Bliss,3.4,0.660537
1985-10-18,Re-Animator,0.9,2.023414
1985-10-29,Santa Claus: The Movie,50.0,23.717291
1985-10-31,A Nightmare on Elm Street Part 2: Freddy's Revenge,3.0,29.999213
1985-11-01,Death Wish 3,9.0,16.945171
1985-11-15,Once Bitten,3.2,10.0
1985-11-15,Runaway Train,9.0,7.936012
1985-11-21,Rocky IV,31.0,300.473716
1985-12-04,The Jewel of the Nile,25.0,96.7732
1985-12-12,Enemy Mine,40.0,12.303411
1985-12-13,A Room with a View,3.0,20.966644
1985-12-13,Clue,15.0,14.643997
1985-12-18,The Color Purple,15.0,146.292009
1985-12-20,Out of Africa,31.0,128.499205
1985-12-25,Revolution,28.0,0.358574
1985-12-25,Murphy's Romance,13.0,30.867525
1986-01-01,Invaders from Mars,12.0,4.884663
1986-01-17,Troll,1.1,5.450815
1986-01-31,Down and Out in Beverly Hills,14.0,62.134225
1986-02-07,Hannah and Her Sisters,6.4,40.084041
1986-02-14,Nine 1/2 Weeks,17.0,6.735922
1986-02-21,The Hitcher,6.0,5.844868
1986-03-07,Highlander,16.0,5.9
1986-03-15,The Money Pit,10.0,54.999651
1986-03-28,Lucas,6.0,8.2
1986-04-11,Critters,2.0,13.167232
1986-04-11,Band of the Hand,8.7,4.865912
1986-04-17,Wise Guys,13.0,8.475466
1986-04-18,At Close Range,6.5,2.347
1986-05-08,Pirates,40.0,1.641825
1986-05-16,Top Gun,15.0,356.830601
1986-05-23,Poltergeist II: The Other Side,19.0,40.996665
1986-05-30,Big Trouble in Little China,25.0,11.0
1986-06-05,From Beyond,4.5,1.261
1986-06-06,SpaceCamp,18.0,9.697739
1986-06-06,Raw Deal,8.5,16.209459
1986-06-11,Ferris Bueller's Day Off,6.0,70.136369
1986-06-13,The Manhattan Project,18.0,3.9
1986-06-18,"The Karate Kid, Part II",0.000113,115.103979
1986-06-27,Labyrinth,25.0,12.729917
1986-07-02,The Great Mouse Detective,14.0,38.62555
1986-07-11,Club Paradise,15.0,12.308521
1986-07-18,Vamp,1.9,4.790926
1986-07-18,Aliens,18.5,183.316455
1986-07-25,Maximum Overdrive,10.0,7.433663
1986-08-01,Howard the Duck,37.0,37.962774
1986-08-01,Blue Velvet,6.0,8.551228
1986-08-01,Friday the 13th Part VI: Jason Lives,3.0,19.472057
1986-08-08,The Transformers: The Movie,6.0,5.849647
1986-08-14,Manhunter,15.0,8.620929
1986-08-15,The Fly,15.0,60.629159
1986-08-15,Armed and Dangerous,12.0,15.945534
1986-08-22,The Texas Chainsaw Massacre 2,4.7,8.025872
1986-08-22,Stand by Me,8.0,52.287414
1986-09-24,The Name of the Rose,20.0,77.2
1986-09-26,Crocodile Dundee,5.0,328.203506
1986-09-29,The Mission,24.5,17.218023
1986-10-05,Peggy Sue Got Married,18.0,41.382841
1986-10-07,The Color of Money,13.8,52.293982
1986-11-07,Sid & Nancy,4.0,2.826523
1986-11-14,Hoosiers,9.0,28.607524
1986-11-21,An American Tail,9.0,84.542002
1986-11-21,King Kong Lives,10.0,4.71122
1986-11-21,The Wraith,2.7,3.5
1986-11-25,Star Trek IV: The Voyage Home,24.0,133.0
1986-11-26,Solarbabies,25.0,1.57926
1986-12-12,The Golden Child,25.0,79.817939
1986-12-15,Heartbreak Ridge,15.0,42.724017
1986-12-18,Platoon,6.0,138.530565
1986-12-19,Little Shop of Horrors,25.0,38.748395
1986-12-24,Native Son,2.0,1.301121
1987-01-01,Wings of Desire,2.5,3.2
1987-02-13,Over the Top,25.0,16.05758
1987-02-13,Mannequin,6.0,42.721196
1987-02-27,A Nightmare on Elm Street 3: Dream Warriors,5.0,44.793222
1987-03-01,Raising Arizona,6.0,29.18028
1987-03-06,Angel Heart,17.0,17.185632
1987-03-06,Lethal Weapon,15.0,120.207127
1987-03-13,Evil Dead II,3.6,5.923044
1987-03-27,Blind Date,18.0,39.321715
1987-04-10,"Silent Night, Deadly Night II",0.25,0.154323
1987-04-10,The Secret of My Success,12.0,110.996879
1987-04-17,Project X,18.0,18.532286
1987-05-01,Creepshow 2,3.5,14.0
1987-05-15,Ishtar,55.0,14.375181
1987-05-18,Beverly Hills Cop II,20.0,299.965036
1987-05-22,Ernest Goes to Camp,3.0,23.509382
1987-06-02,The Untouchables,25.0,76.270454
1987-06-11,Predator,18.0,98.235548
1987-06-24,Spaceballs,22.7,38.119483
1987-06-25,Dragnet,20.0,66.673516
1987-06-26,Full Metal Jacket,17.0,46.357676
1987-06-29,The Living Daylights,40.0,191.185897
1987-07-01,Mio in the Land of Faraway,7.2,2.3
1987-07-17,RoboCop,13.0,53.0
1987-07-17,Jaws: The Revenge,23.0,51.881013
1987-07-23,Superman IV: The Quest for Peace,17.0,19.3
1987-07-24,La Bamba,6.5,54.215416
1987-07-31,The Lost Boys,8.5,32.222567
1987-08-06,Pinocchio and the Emperor of the Night,8.0,3.261638
1987-08-07,Nadine,12.0,5.669831
1987-08-07,Masters of the Universe,22.0,17.33637
1987-08-14,No Way Out,15.0,35.509515
1987-08-14,The Monster Squad,12.0,3.76999
1987-08-14,Can't Buy Me Love,1.8,31.623833
1987-08-21,Dirty Dancing,6.0,213.954274
1987-08-28,Matewan,4.0,1.680358
1987-09-02,Barfly,3.0,3.221568
1987-09-11,Hellraiser,1.0,14.564027
1987-09-11,A Prayer for the Dying,6.0,1.432687
1987-09-11,Fatal Attraction,14.0,320.145693
1987-09-18,Tough Guys Don't Dance,5.0,0.85825
1987-09-18,The Princess Bride,16.0,30.857814
1987-09-18,The Pick-up Artist,15.0,13.290368
1987-09-25,From a Whisper to a Scream,1.1,1.4
1987-10-09,Someone to Watch Over Me,17.0,10.278549
1987-10-21,The Last Emperor,23.0,43.98423
1987-10-23,Prince of Darkness,3.0,14.182492
1987-10-30,Gaby: A True Story,5.0,0.1254
1987-11-06,Less Than Zero,1e-06,12.396383
1987-11-12,Cherry 2000,10.0,0.014
1987-11-13,The Running Man,27.0,38.122105
1987-12-04,Walker,5.8,0.257043
1987-12-09,Empire of the Sun,35.0,22.238696
1987-12-10,Wall Street,15.0,43.848069
1987-12-11,Throw Momma from the Train,14.0,57.915972
1987-12-16,Overboard,1.880006,26.713187
1987-12-16,Broadcast News,20.0,51.249404
1987-12-23,"Good Morning, Vietnam",13.0,123.92237
1988-01-15,Return of the Living Dead Part II,6.2,9.205924
1988-02-05,The Serpent and the Rainbow,7.0,19.595031
1988-02-05,The Unbearable Lightness of Being,17.0,10.006806
1988-02-12,Action Jackson,7.0,20.256975
1988-02-16,Frantic,20.0,17.63795
1988-02-26,Bloodsport,1.5,11.806119
1988-02-29,Beetlejuice,15.0,73.326666
1988-03-04,Prison,1.3,0.354704
1988-03-11,Off Limits,12.0,7.242035
1988-03-14,Women on the Verge of a Nervous Breakdown,0.7,7.179298
1988-03-25,Biloxi Blues,20.0,51.684798
1988-04-08,Above the Law,7.5,18.869631
1988-04-08,Bad Dreams,4.0,9.797098
1988-04-15,Colors,6.0,46.616067
1988-04-20,Bulletproof,5.0,0.807947
1988-04-22,Permanent Record,8.0,1.893139
1988-04-29,Powaqqatsi,2.5,0.589244
1988-04-29,Critters 2,4.5,3.813293
1988-04-29,Sunset,16.0,4.594452
1988-05-01,Willow,35.0,57.269863
1988-05-13,Friday the 13th Part VII: The New Blood,2.8,19.170001
1988-05-20,Not of This Earth,0.21,0.107352
1988-05-24,Rambo III,63.0,189.015611
1988-06-03,Big,18.0,151.668774
1988-06-09,Pumpkinhead,3.5,4.385516
1988-06-10,Poltergeist III,10.5,14.144
1988-06-15,Bull Durham,7.0,50.888
1988-06-17,Red Heat,29.0,34.994648
1988-06-17,The Great Outdoors,24.0,43.45523
1988-06-21,Who Framed Roger Rabbit,70.0,329.803958
1988-06-28,Coming to America,39.0,288.752301
1988-07-06,License to Drive,8.0,22.433275
1988-07-06,The New Adventures of Pippi Longstocking,5.0,3.569939
1988-07-08,Phantasm II,3.0,7.282851
1988-07-15,A Fish Called Wanda,7.5,62.493712
1988-07-15,Die Hard,28.0,140.767956
1988-07-16,Akira,8.0,0.553171
1988-07-20,Midnight Run,30.0,38.413606
1988-07-29,Cocktail,20.0,171.504781
1988-07-29,Monkey Shines,7.0,5.344577
1988-08-05,The Blob,19.0,8.247943
1988-08-05,Vibes,1.884,1.883811
1988-08-12,The Last Temptation of Christ,7.0,8.373585
1988-08-12,Young Guns,13.0,44.726644
1988-08-19,Married to the Mob,10.0,21.486757
1988-08-19,A Nightmare on Elm Street 4: The Dream Master,7.0,72.5
1988-08-26,Hot to Trot,9.0,6.436211
1988-09-08,Earth Girls Are Easy,10.0,3.916303
1988-09-13,Cocoon: The Return,17.5,25.024919
1988-09-14,The Lair of the White Worm,2.5,1.189315
1988-09-17,Vampire's Kiss,2.0,0.725131
1988-09-23,Dead Ringers,13.0,8.038508
1988-09-30,Apartment Zero,4.0,0.670774
1988-10-01,Felix The Cat: The Movie,9.0,1.964253
1988-10-07,Punchline,15.0,21.032267
1988-10-07,Alien Nation,16.0,32.155047
1988-10-14,Night of the Demons,1.2,3.109904
1988-10-21,Halloween 4: The Return of Michael Myers,5.0,17.768757
1988-11-08,Child's Play,9.0,44.196684
1988-11-11,Ernest Saves Christmas,6.0,28.202109
1988-11-11,A Cry in the Dark,15.0,6.908797
1988-11-18,The Land Before Time,12.3,84.460846
1988-11-18,Oliver & Company,31.0,74.151346
1988-11-23,They Live,4.0,13.008928
1988-12-02,The Naked Gun: From the Files of Police Squad!,12.0,78.756177
1988-12-02,Cameron's Closet,7.0,0.136203
1988-12-07,The Adventures of Baron Munchausen,46.63,8.083123
1988-12-08,Mississippi Burning,15.0,34.604
1988-12-09,Twins,15.0,216.614388
1988-12-09,My Stepmother is an Alien,20.0,13.854
1988-12-11,Rain Man,25.0,412.8
1988-12-16,Dangerous Liaisons,14.0,34.67072
1988-12-20,Working Girl,28.0,103.173635
1988-12-21,Talk Radio,4.0,3.468572
1988-12-23,Hellbound: Hellraiser II,3.0,12.090735
1988-12-23,The Boost,8.0,0.78499
1988-12-24,Red Scorpion,16.0,4.19244
1989-01-27,Three Fugitives,15.0,40.59
1989-02-10,Cousins,13.0,22.03
1989-02-16,Major League,11.0,49.797148
1989-02-17,The 'Burbs,18.0,36.602
1989-02-17,Bill & Ted's Excellent Adventure,10.0,40.485039
1989-03-03,Farewell to the King,16.0,2.420917
1989-03-17,Leviathan,25.0,15.704614
1989-03-17,Fletch Lives,8.04576,35.15096
1989-04-07,Cyborg,0.5,10.166459
1989-04-07,Dead Calm,10.0,7.825
1989-04-20,Kickboxer,1.5,14.697005
1989-04-21,Pet Sematary,11.5,57.469467
1989-04-28,K-9,17.0,78.247647
1989-05-12,"See No Evil, Hear No Evil",18.0,46.908987
1989-05-19,Miracle Mile,3.0,1.145404
1989-05-19,Road House,15.0,30.050028
1989-05-24,Indiana Jones and the Last Crusade,48.0,474.171806
1989-06-02,No Holds Barred,8.0,16.093651
1989-06-02,Dead Poets Society,16.4,235.860116
1989-06-09,Star Trek V: The Final Frontier,30.0,70.2
1989-06-15,Ghostbusters II,37.0,215.394738
1989-06-22,"Honey, I Shrunk the Kids",32.0,222.724172
1989-06-23,Batman,35.0,411.348924
1989-06-30,Do the Right Thing,6.5,37.295445
1989-07-05,Weekend at Bernie's,6.5,30.218387
1989-07-07,Licence to Kill,32.0,156.167015
1989-07-07,Lethal Weapon 2,25.0,227.853986
1989-07-21,When Harry Met Sally...,16.0,92.823546
1989-07-21,My Left Foot: The Story of Christy Brown,0.64518,14.743391
1989-07-28,Friday the 13th Part VIII: Jason Takes Manhattan,5.0,14.0
1989-07-29,Kiki's Delivery Service,6.9,18.172849
1989-08-04,Lock Up,24.0,22.099847
1989-08-09,The Abyss,70.0,90.000098
1989-08-11,A Nightmare on Elm Street 5: The Dream Child,8.0,22.168359
1989-08-16,Uncle Buck,15.0,79.258538
1989-08-18,Cheetah,5.0,8.153677
1989-08-18,Casualties of War,22.5,18.671317
1989-08-25,Little Monsters,7.0,0.793775
1989-09-01,Roger & Me,0.16,6.706368
1989-09-09,Drugstore Cowboy,2.5,4.729352
1989-09-12,Johnny Handsome,20.0,7.237794
1989-09-15,The Big Picture,5.0,0.117463
1989-09-15,Sea of Love,19.0,110.879513
1989-09-22,Black Rain,30.0,45.892212
1989-10-12,Look Who's Talking,7.5,296.0
1989-10-12,Halloween 5: The Revenge of Michael Myers,5.0,11.642254
1989-10-13,Crimes and Misdemeanors,19.0,18.254702
1989-10-20,Next of Kin,12.0,15.942628
1989-10-27,Shocker,5.0,16.554699
1989-10-27,Dad,19.0,19.738015
1989-11-17,The Little Mermaid,40.0,222.3
1989-11-17,All Dogs Go to Heaven,13.8,27.100027
1989-11-17,Harlem Nights,30.0,60.86487
1989-11-17,Valmont,33.0,1.132112
1989-11-20,Back to the Future Part II,40.0,332.0
1989-12-01,National Lampoon's Christmas Vacation,27.0,71.32
1989-12-13,Driving Miss Daisy,7.5,145.793296
1989-12-15,The Wizard,6.0,14.2789
1989-12-15,Glory,18.0,26.828365
1989-12-20,Born on the Fourth of July,14.0,161.001698
1989-12-22,Tango & Cash,55.0,63.408614
1989-12-22,Always,31.0,74.13479
1990-01-19,Tremors,11.0,48.572
1990-01-26,Dark Angel,7.0,9.229401
1990-02-09,Hard to Kill,10.0,47.41
1990-02-09,Stanley & Iris,23.0,5.820015
1990-02-09,Loose Cannons,1.5,5.585154
1990-02-16,Nightbreed,11.0,8.862354
1990-03-02,The Hunt for Red October,30.0,199.2
1990-03-09,House Party,2.5,26.386
1990-03-13,Paris is Burning,0.5,3.77962
1990-03-23,Pretty Woman,14.0,463.0
1990-03-30,Teenage Mutant Ninja Turtles,13.5,202.0
1990-04-05,Cry-Baby,11.0,8.266343
1990-04-06,The First Power,10.0,22.424195
1990-04-27,Spaced Invaders,3.0,15.369573
1990-05-01,Wild at Heart,9.5,14.560247
1990-05-03,Tales from the Darkside: The Movie,3.5,16.324573
1990-05-11,Class of 1999,5.2,2.459895
1990-05-25,Back to the Future Part III,40.0,244.527583
1990-06-01,Frankenhooker,2.5,0.205068
1990-06-01,Total Recall,65.0,261.317921
1990-06-07,Lionheart,6.0,24.078196
1990-06-08,Another 48 Hrs.,38.0,153.518974
1990-06-15,Dick Tracy,47.0,103.738726
1990-06-15,Gremlins 2: The New Batch,50.0,41.482207
1990-06-22,RoboCop 2,35.0,45.681173
1990-06-27,Days of Thunder,60.0,157.920733
1990-07-02,Die Hard 2,70.0,240.031094
1990-07-11,The Adventures of Ford Fairlane,49.0,20.423389
1990-07-12,Ghost,22.0,505.0
1990-07-18,King of New York,1.0,2.554476
1990-07-26,Presumed Innocent,22.0,221.303188
1990-08-03,Mo' Better Blues,10.0,16.153593
1990-08-09,Flatliners,26.0,61.489265
1990-08-09,Arachnophobia,31.0,53.20818
1990-08-10,The Two Jakes,19.0,10.0
1990-08-24,Darkman,16.0,48.878502
1990-09-12,Postcards from the Edge,22.0,39.071603
1990-09-12,GoodFellas,25.0,46.836394
1990-09-14,Hardware,1.5,5.728953
1990-09-14,Death Warrant,4.0,16.853487
1990-09-21,Miller's Crossing,14.0,5.080409
1990-10-05,Marked for Death,12.0,46.0444
1990-10-12,Mr. Destiny,20.0,15.379253
1990-10-18,Night of the Living Dead,4.2,5.835247
1990-10-18,Rocky V,42.0,119.946358
1990-10-24,The Sheltering Sky,25.0,2.075084
1990-10-24,The Neverending Story II: The Next Chapter,32.0,16.283667
1990-10-26,Graveyard Shift,10.5,11.582891
1990-11-02,Jacob's Ladder,25.0,25.965144
1990-11-09,Child's Play 2,13.0,35.763605
1990-11-09,Dances with Wolves,22.0,424.208848
1990-11-09,Home Alone,18.0,476.684675
1990-11-16,The Rescuers Down Under,37.931,47.431461
1990-11-20,Predator 2,35.0,57.120318
1990-11-28,Misery,20.0,61.276872
1990-12-05,Edward Scissorhands,20.0,53.0
1990-12-06,The Rookie,10.0,21.633874
1990-12-11,Havana,40.0,9.24314
1990-12-14,Mermaids,31.0,35.419397
1990-12-21,The Bonfire of the Vanities,47.0,15.691192
1990-12-21,Kindergarten Cop,15.0,201.957688
1990-12-24,The Godfather: Part III,54.0,136.766062
1991-01-07,Mannequin Two: On the Move,13.0,3.752426
1991-01-18,White Fang,14.0,34.79316
1991-01-30,Highlander II: The Quickening,30.0,15.55634
1991-02-01,The Silence of the Lambs,19.0,272.742922
1991-02-01,Meet the Applegates,5.0,0.485772
1991-02-01,Run,16.0,4.409328
1991-02-08,Sleeping with the Enemy,19.0,174.999005
